choose your Task_num
2
TaskID	ArrivalTime	ServiceTime	StartingTime	FinishingTime	TurnAroundTime	WeightTurnAround
1	0		2		0		2		2.0		1.0
2	1		9		1		10		9.0		1.0
3	2		3		2		5		3.0		1.0
4	3		2		5		7		4.0		2.0
7	6		1		7		8		2.0		2.0
6	5		2		8		10		5.0		2.5
10	9		1		10		11		2.0		2.0
8	7		2		10		12		5.0		2.5
9	8		2		11		13		5.0		2.5
14	13		2		13		15		2.0		1.0
11	10		3		13		16		6.0		2.0
20	19		2		19		21		2.0		1.0
19	18		3		18		21		3.0		1.0
25	24		2		24		26		2.0		1.0
27	26		2		26		28		2.0		1.0
28	27		3		27		30		3.0		1.0
12	11		6		28		34		23.0		3.8333333
39	38		1		38		39		1.0		1.0
40	39		1		39		40		1.0		1.0
34	33		2		39		41		8.0		4.0
41	40		3		40		43		3.0		1.0
46	45		3		45		48		3.0		1.0
49	48		3		48		51		3.0		1.0
13	12		6		48		54		42.0		7.0
56	55		1		55		56		1.0		1.0
54	53		2		54		56		3.0		1.5
61	60		1		60		61		1.0		1.0
57	56		3		56		59		3.0		1.0
59	58		3		59		62		4.0		1.3333334
67	66		2		66		68		2.0		1.0
68	67		2		67		69		2.0		1.0
72	71		1		71		72		1.0		1.0
73	72		2		72		74		2.0		1.0
62	61		3		72		75		14.0		4.6666665
76	75		2		75		77		2.0		1.0
78	77		2		77		79		2.0		1.0
81	80		1		80		81		1.0		1.0
82	81		2		81		83		2.0		1.0
65	64		3		81		84		20.0		6.6666665
86	85		1		85		86		1.0		1.0
89	88		1		88		89		1.0		1.0
87	86		2		86		88		2.0		1.0
88	87		2		88		90		3.0		1.5
91	90		2		90		92		2.0		1.0
69	68		3		90		93		25.0		8.333333
97	96		1		96		97		1.0		1.0
100	99		1		99		100		1.0		1.0
70	69		3		97		100		31.0		10.333333
80	79		3		100		103		24.0		8.0
84	83		3		100		103		20.0		6.6666665
90	89		3		103		106		17.0		5.6666665
92	91		3		103		106		15.0		5.0
94	93		3		106		109		16.0		5.3333335
99	98		3		106		109		11.0		3.6666667
17	16		6		109		115		99.0		16.5
21	20		6		109		115		95.0		15.833333
22	21		6		115		121		100.0		16.666666
23	22		6		115		121		99.0		16.5
29	28		6		121		127		99.0		16.5
30	29		6		121		127		98.0		16.333334
33	32		6		127		133		101.0		16.833334
35	34		6		127		133		99.0		16.5
42	41		6		133		139		98.0		16.333334
43	42		6		133		139		97.0		16.166666
44	43		6		139		145		102.0		17.0
45	44		6		139		145		101.0		16.833334
47	46		6		145		151		105.0		17.5
51	50		6		145		151		101.0		16.833334
53	52		6		151		157		105.0		17.5
55	54		6		151		157		103.0		17.166666
63	62		6		157		163		101.0		16.833334
77	76		6		157		163		87.0		14.5
79	78		6		163		169		91.0		15.166667
83	82		6		163		169		87.0		14.5
93	92		6		169		175		83.0		13.833333
96	95		6		169		175		80.0		13.333333
5	4		9		175		184		180.0		20.0
15	14		9		175		184		170.0		18.88889
16	15		9		184		193		178.0		19.777779
18	17		9		184		193		176.0		19.555555
24	23		9		193		202		179.0		19.88889
26	25		9		193		202		177.0		19.666666
31	30		9		202		211		181.0		20.11111
32	31		9		202		211		180.0		20.0
36	35		9		211		220		185.0		20.555555
37	36		9		211		220		184.0		20.444445
38	37		9		220		229		192.0		21.333334
48	47		9		220		229		182.0		20.222221
50	49		9		229		238		189.0		21.0
52	51		9		229		238		187.0		20.777779
58	57		9		238		247		190.0		21.11111
60	59		9		238		247		188.0		20.88889
64	63		9		247		256		193.0		21.444445
66	65		9		247		256		191.0		21.222221
71	70		9		256		265		195.0		21.666666
74	73		9		256		265		192.0		21.333334
75	74		9		265		274		200.0		22.222221
85	84		9		265		274		190.0		21.11111
95	94		9		274		283		189.0		21.0
98	97		9		274		283		186.0		20.666666
