choose your Task_num
3
TaskID	ArrivalTime	ServiceTime	StartingTime	FinishingTime	TurnAroundTime	WeightTurnAround
1	0		2		0		2		2.0		1.0
2	1		9		1		10		9.0		1.0
3	2		3		2		5		3.0		1.0
4	3		2		3		5		2.0		1.0
5	4		9		5		14		10.0		1.1111112
6	5		2		5		7		2.0		1.0
7	6		1		7		8		2.0		2.0
8	7		2		8		10		3.0		1.5
9	8		2		10		12		4.0		2.0
10	9		1		10		11		2.0		2.0
11	10		3		11		14		4.0		1.3333334
12	11		6		12		18		7.0		1.1666666
13	12		6		14		20		8.0		1.3333334
14	13		2		14		16		3.0		1.5
15	14		9		16		25		11.0		1.2222222
16	15		9		18		27		12.0		1.3333334
17	16		6		20		26		10.0		1.6666666
18	17		9		25		34		17.0		1.8888888
19	18		3		26		29		11.0		3.6666667
20	19		2		27		29		10.0		5.0
21	20		6		29		35		15.0		2.5
22	21		6		29		35		14.0		2.3333333
23	22		6		34		40		18.0		3.0
24	23		9		35		44		21.0		2.3333333
25	24		2		35		37		13.0		6.5
26	25		9		37		46		21.0		2.3333333
27	26		2		40		42		16.0		8.0
28	27		3		42		45		18.0		6.0
29	28		6		44		50		22.0		3.6666667
30	29		6		45		51		22.0		3.6666667
31	30		9		46		55		25.0		2.7777777
32	31		9		50		59		28.0		3.1111112
33	32		6		51		57		25.0		4.1666665
34	33		2		55		57		24.0		12.0
35	34		6		57		63		29.0		4.8333335
36	35		9		57		66		31.0		3.4444444
37	36		9		59		68		32.0		3.5555556
38	37		9		63		72		35.0		3.8888888
39	38		1		66		67		29.0		29.0
40	39		1		67		68		29.0		29.0
41	40		3		68		71		31.0		10.333333
42	41		6		68		74		33.0		5.5
43	42		6		71		77		35.0		5.8333335
44	43		6		72		78		35.0		5.8333335
45	44		6		74		80		36.0		6.0
46	45		3		77		80		35.0		11.666667
47	46		6		78		84		38.0		6.3333335
48	47		9		80		89		42.0		4.6666665
49	48		3		80		83		35.0		11.666667
50	49		9		83		92		43.0		4.7777777
51	50		6		84		90		40.0		6.6666665
52	51		9		89		98		47.0		5.2222223
53	52		6		90		96		44.0		7.3333335
54	53		2		92		94		41.0		20.5
55	54		6		94		100		46.0		7.6666665
56	55		1		96		97		42.0		42.0
57	56		3		97		100		44.0		14.666667
58	57		9		98		107		50.0		5.5555553
59	58		3		100		103		45.0		15.0
60	59		9		100		109		50.0		5.5555553
61	60		1		103		104		44.0		44.0
62	61		3		104		107		46.0		15.333333
63	62		6		107		113		51.0		8.5
64	63		9		107		116		53.0		5.888889
65	64		3		109		112		48.0		16.0
66	65		9		112		121		56.0		6.2222223
67	66		2		113		115		49.0		24.5
68	67		2		115		117		50.0		25.0
69	68		3		116		119		51.0		17.0
70	69		3		117		120		51.0		17.0
71	70		9		119		128		58.0		6.4444447
72	71		1		120		121		50.0		50.0
73	72		2		121		123		51.0		25.5
74	73		9		121		130		57.0		6.3333335
75	74		9		123		132		58.0		6.4444447
76	75		2		128		130		55.0		27.5
77	76		6		130		136		60.0		10.0
78	77		2		130		132		55.0		27.5
79	78		6		132		138		60.0		10.0
80	79		3		132		135		56.0		18.666666
81	80		1		135		136		56.0		56.0
82	81		2		136		138		57.0		28.5
83	82		6		136		142		60.0		10.0
84	83		3		138		141		58.0		19.333334
85	84		9		138		147		63.0		7.0
86	85		1		141		142		57.0		57.0
87	86		2		142		144		58.0		29.0
88	87		2		142		144		57.0		28.5
89	88		1		144		145		57.0		57.0
90	89		3		144		147		58.0		19.333334
91	90		2		145		147		57.0		28.5
92	91		3		147		150		59.0		19.666666
93	92		6		147		153		61.0		10.166667
94	93		3		147		150		57.0		19.0
95	94		9		150		159		65.0		7.2222223
96	95		6		150		156		61.0		10.166667
97	96		1		153		154		58.0		58.0
98	97		9		154		163		66.0		7.3333335
99	98		3		156		159		61.0		20.333334
100	99		1		159		160	
