choose your Task_num
1
TaskID	ArrivalTime	ServiceTime	StartingTime	FinishingTime	TurnAroundTime	WeightTurnAround
1	0		2		0		2		2.0		1.0
2	1		9		2		11		10.0		1.1111112
3	2		3		11		14		12.0		4.0
4	3		2		14		16		13.0		6.5
5	4		9		16		25		21.0		2.3333333
6	5		2		25		27		22.0		11.0
7	6		1		27		28		22.0		22.0
8	7		2		28		30		23.0		11.5
9	8		2		30		32		24.0		12.0
10	9		1		32		33		24.0		24.0
11	10		3		33		36		26.0		8.666667
12	11		6		36		42		31.0		5.1666665
13	12		6		42		48		36.0		6.0
14	13		2		48		50		37.0		18.5
15	14		9		50		59		45.0		5.0
16	15		9		59		68		53.0		5.888889
17	16		6		68		74		58.0		9.666667
18	17		9		74		83		66.0		7.3333335
19	18		3		83		86		68.0		22.666666
20	19		2		86		88		69.0		34.5
21	20		6		88		94		74.0		12.333333
22	21		6		94		100		79.0		13.166667
23	22		6		100		106		84.0		14.0
24	23		9		106		115		92.0		10.222222
25	24		2		115		117		93.0		46.5
26	25		9		117		126		101.0		11.222222
27	26		2		126		128		102.0		51.0
28	27		3		128		131		104.0		34.666668
29	28		6		131		137		109.0		18.166666
30	29		6		137		143		114.0		19.0
31	30		9		143		152		122.0		13.555555
32	31		9		152		161		130.0		14.444445
33	32		6		161		167		135.0		22.5
34	33		2		167		169		136.0		68.0
35	34		6		169		175		141.0		23.5
36	35		9		175		184		149.0		16.555555
37	36		9		184		193		157.0		17.444445
38	37		9		193		202		165.0		18.333334
39	38		1		202		203		165.0		165.0
40	39		1		203		204		165.0		165.0
41	40		3		204		207		167.0		55.666668
42	41		6		207		213		172.0		28.666666
43	42		6		213		219		177.0		29.5
44	43		6		219		225		182.0		30.333334
45	44		6		225		231		187.0		31.166666
46	45		3		231		234		189.0		63.0
47	46		6		234		240		194.0		32.333332
48	47		9		240		249		202.0		22.444445
49	48		3		249		252		204.0		68.0
50	49		9		252		261		212.0		23.555555
51	50		6		261		267		217.0		36.166668
52	51		9		267		276		225.0		25.0
53	52		6		276		282		230.0		38.333332
54	53		2		282		284		231.0		115.5
55	54		6		284		290		236.0		39.333332
56	55		1		290		291		236.0		236.0
57	56		3		291		294		238.0		79.333336
58	57		9		294		303		246.0		27.333334
59	58		3		303		306		248.0		82.666664
60	59		9		306		315		256.0		28.444445
61	60		1		315		316		256.0		256.0
62	61		3		316		319		258.0		86.0
63	62		6		319		325		263.0		43.833332
64	63		9		325		334		271.0		30.11111
65	64		3		334		337		273.0		91.0
66	65		9		337		346		281.0		31.222221
67	66		2		346		348		282.0		141.0
68	67		2		348		350		283.0		141.5
69	68		3		350		353		285.0		95.0
70	69		3		353		356		287.0		95.666664
71	70		9		356		365		295.0		32.77778
72	71		1		365		366		295.0		295.0
73	72		2		366		368		296.0		148.0
74	73		9		368		377		304.0		33.77778
75	74		9		377		386		312.0		34.666668
76	75		2		386		388		313.0		156.5
77	76		6		388		394		318.0		53.0
78	77		2		394		396		319.0		159.5
79	78		6		396		402		324.0		54.0
80	79		3		402		405		326.0		108.666664
81	80		1		405		406		326.0		326.0
82	81		2		406		408		327.0		163.5
83	82		6		408		414		332.0		55.333332
84	83		3		414		417		334.0		111.333336
85	84		9		417		426		342.0		38.0
86	85		1		426		427		342.0		342.0
87	86		2		427		429		343.0		171.5
88	87		2		429		431		344.0		172.0
89	88		1		431		432		344.0		344.0
90	89		3		432		435		346.0		115.333336
91	90		2		435		437		347.0		173.5
92	91		3		437		440		349.0		116.333336
93	92		6		440		446		354.0		59.0
94	93		3		446		449		356.0		118.666664
95	94		9		449		458		364.0		40.444443
96	95		6		458		464		369.0		61.5
97	96		1		464		465		369.0		369.0
98	97		9		465		474		377.0		41.88889
99	98		3		474		477		379.0		126.333336
100	99		1		477		478		379.0		379.0
